"                                                                                           "
" CO2 concentrations are measured on the '12' calibration scale                             "
"                                                                                           "
  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
2006, 11,   39036, 2006.8740,   380.11,   382.30,     380.22,   382.38,     380.11,   382.30
2006, 12,   39066, 2006.9562,   381.63,   382.52,     381.65,   382.53,     381.63,   382.52
2007, 01,   39097, 2007.0411,   382.55,   382.50,     382.74,   382.68,     382.55,   382.50
2007, 02,   39128, 2007.1260,   383.68,   382.95,     383.58,   382.83,     383.68,   382.95
2007, 03,   39156, 2007.2027,   384.31,   382.82,     384.48,   382.98,     384.31,   382.82
2007, 04,   39187, 2007.2877,   386.20,   383.50,     385.85,   383.14,     386.20,   383.50
2007, 05,   39217, 2007.3699,   386.38,   383.10,     386.58,   383.29,     386.38,   383.10
2007, 06,   39248, 2007.4548,   385.84,   383.36,     385.92,   383.45,     385.84,   383.36
2007, 07,   39278, 2007.5370,   384.42,   383.63,     384.36,   383.61,     384.42,   383.63
2007, 08,   39309, 2007.6219,   381.81,   383.30,     382.26,   383.78,     381.81,   383.30
2007, 09,   39340, 2007.7068,   380.83,   384.21,     380.55,   383.94,     380.83,   384.21
2007, 10,   39370, 2007.7890,   380.83,   384.33,     380.61,   384.10,     380.83,   384.33
2007, 11,   39401, 2007.8740,   382.32,   384.52,     382.09,   384.26,     382.32,   384.52
2007, 12,   39431, 2007.9562,   383.58,   384.48,     383.52,   384.40,     383.58,   384.48
2008, 01,   39462, 2008.0410,   385.04,   384.99,     384.61,   384.55,     385.04,   384.99
2008, 02,   39493, 2008.1257,   385.81,   385.08,     385.44,   384.69,     385.81,   385.08
2008, 03,   39522, 2008.2049,   385.80,   384.28,     386.37,   384.83,     385.80,   384.28
2008, 04,   39553, 2008.2896,   386.74,   384.01,     387.73,   384.99,     386.74,   384.01
2008, 05,   39583, 2008.3716,   388.49,   385.19,     388.44,   385.14,     388.49,   385.19
2008, 06,   39614, 2008.4563,   388.02,   385.56,     387.76,   385.31,     388.02,   385.56
2008, 07,   39644, 2008.5383,   386.22,   385.47,     386.20,   385.48,     386.22,   385.47
2008, 08,   39675, 2008.6230,   384.05,   385.57,     384.10,   385.65,     384.05,   385.57
2008, 09,   39706, 2008.7077,   383.05,   386.45,     382.40,   385.82,     383.05,   386.45
2008, 10,   39736, 2008.7896,   382.75,   386.25,     382.48,   385.97,     382.75,   386.25
2008, 11,   39767, 2008.8743,   383.98,   386.18,     383.96,   386.13,     383.98,   386.18
2008, 12,   39797, 2008.9563,   385.08,   385.98,     385.40,   386.28,     385.08,   385.98
2009, 01,   39828, 2009.0411,   386.63,   386.58,     386.50,   386.44,     386.63,   386.58
2009, 02,   39859, 2009.1260,   387.10,   386.36,     387.35,   386.60,     387.10,   386.36
2009, 03,   39887, 2009.2027,   388.50,   387.00,     388.26,   386.74,     388.50,   387.00
2009, 04,   39918, 2009.2877,   389.54,   386.83,     389.64,   386.91,     389.54,   386.83
2009, 05,   39948, 2009.3699,   390.15,   386.84,     390.38,   387.08,     390.15,   386.84
2009, 06,   39979, 2009.4548,   389.60,   387.10,     389.74,   387.26,     389.60,   387.10
2009, 07,   40009, 2009.5370,   388.05,   387.26,     388.20,   387.45,     388.05,   387.26
2009, 08,   40040, 2009.6219,   386.07,   387.56,     386.12,   387.65,     386.07,   387.56
2009, 09,   40071, 2009.7068,   384.64,   388.04,     384.45,   387.87,     384.64,   388.04
2009, 10,   40101, 2009.7890,   384.32,   387.84,     384.57,   388.08,     384.32,   387.84
2009, 11,   40132, 2009.8740,   386.05,   388.25,     386.12,   388.31,     386.05,   388.25
2009, 12,   40162, 2009.9562,   387.49,   388.39,     387.64,   388.53,     387.49,   388.39
2010, 01,   40193, 2010.0411,   388.55,   388.50,     388.82,   388.76,     388.55,   388.50
2010, 02,   40224, 2010.1260,   390.08,   389.33,     389.74,   388.99,     390.08,   389.33
2010, 03,   40252, 2010.2027,   391.02,   389.52,     390.71,   389.18,     391.02,   389.52
2010, 04,   40283, 2010.2877,   392.39,   389.67,     392.13,   389.39,     392.39,   389.67
2010, 05,   40313, 2010.3699,   393.24,   389.92,     392.90,   389.59,     393.24,   389.92
2010, 06,   40344, 2010.4548,   392.26,   389.75,     392.26,   389.77,     392.26,   389.75
2010, 07,   40374, 2010.5370,   390.35,   389.56,     390.71,   389.95,     390.35,   389.56
2010, 08,   40405, 2010.6219,   388.53,   390.03,     388.59,   390.12,     388.53,   390.03
2010, 09,   40436, 2010.7068,   386.85,   390.26,     386.87,   390.29,     386.85,   390.26
2010, 10,   40466, 2010.7890,   387.18,   390.71,     386.93,   390.45,     387.18,   390.71
2010, 11,   40497, 2010.8740,   388.69,   390.91,     388.41,   390.60,     388.69,   390.91
2010, 12,   40527, 2010.9562,   389.83,   390.74,     389.85,   390.74,     389.83,   390.74
2011, 01,   40558, 2011.0411,   391.33,   391.28,     390.93,   390.87,     391.33,   391.28
2011, 02,   40589, 2011.1260,   391.96,   391.22,     391.76,   391.00,     391.96,   391.22
2011, 03,   40617, 2011.2027,   392.49,   390.98,     392.65,   391.12,     392.49,   390.98
2011, 04,   40648, 2011.2877,   393.41,   390.68,     394.01,   391.26,     393.41,   390.68
2011, 05,   40678, 2011.3699,   394.33,   391.00,     394.73,   391.41,     394.33,   391.00
2011, 06,   40709, 2011.4548,   393.74,   391.23,     394.06,   391.57,     393.74,   391.23
2011, 07,   40739, 2011.5370,   392.64,   391.85,     392.49,   391.73,     392.64,   391.85
2011, 08,   40770, 2011.6219,   390.25,   391.75,     390.37,   391.91,     390.25,   391.75
2011, 09,   40801, 2011.7068,   389.05,   392.46,     388.66,   392.10,     389.05,   392.46
2011, 10,   40831, 2011.7890,   388.98,   392.52,     388.75,   392.28,     388.98,   392.52
2011, 11,   40862, 2011.8740,   390.30,   392.52,     390.27,   392.46,     390.30,   392.52
2011, 12,   40892, 2011.9562,   391.86,   392.77,     391.75,   392.64,     391.86,   392.77
2012, 01,   40923, 2012.0410,   393.13,   393.09,     392.89,   392.83,     393.13,   393.09
2012, 02,   40954, 2012.1257,   393.42,   392.67,     393.78,   393.02,     393.42,   392.67
2012, 03,   40983, 2012.2049,   394.43,   392.89,     394.76,   393.20,     394.43,   392.89
2012, 04,   41014, 2012.2896,   396.51,   393.75,     396.19,   393.41,     396.51,   393.75
2012, 05,   41044, 2012.3716,   396.96,   393.62,     396.95,   393.61,     396.96,   393.62
2012, 06,   41075, 2012.4563,   395.97,   393.47,     396.30,   393.83,     395.97,   393.47
2012, 07,   41105, 2012.5383,   394.60,   393.84,     394.78,   394.05,     394.60,   393.84
2012, 08,   41136, 2012.6230,   392.61,   394.14,     392.72,   394.29,     392.61,   394.14
2012, 09,   41167, 2012.7077,   391.20,   394.64,     391.08,   394.53,     391.20,   394.64
2012, 10,   41197, 2012.7896,   391.09,   394.63,     391.24,   394.77,     391.09,   394.63
2012, 11,   41228, 2012.8743,   393.03,   395.25,     392.82,   395.01,     393.03,   395.25
2012, 12,   41258, 2012.9563,   394.42,   395.33,     394.35,   395.25,     394.42,   395.33
2013, 01,   41289, 2013.0411,   395.69,   395.65,     395.54,   395.48,     395.69,   395.65
2013, 02,   41320, 2013.1260,   396.94,   396.19,     396.47,   395.71,     396.94,   396.19
2013, 03,   41348, 2013.2027,   397.35,   395.84,     397.44,   395.90,     397.35,   395.84
2013, 04,   41379, 2013.2877,   398.44,   395.70,     398.88,   396.12,     398.44,   395.70
2013, 05,   41409, 2013.3699,   400.06,   396.71,     399.67,   396.32,     400.06,   396.71
2013, 06,   41440, 2013.4548,   398.95,   396.43,     399.03,   396.52,     398.95,   396.43
2013, 07,   41470, 2013.5370,   397.45,   396.66,     397.48,   396.71,     397.45,   396.66
2013, 08,   41501, 2013.6219,   395.49,   397.00,     395.36,   396.91,     395.49,   397.00
2013, 09,   41532, 2013.7068,   393.48,   396.91,     393.64,   397.10,     393.48,   396.91
2013, 10,   41562, 2013.7890,   393.77,   397.34,     393.73,   397.28,     393.77,   397.34
2013, 11,   41593, 2013.8740,   395.27,   397.51,     395.25,   397.46,     395.27,   397.51
2013, 12,   41623, 2013.9562,   396.90,   397.81,     396.73,   397.63,     396.90,   397.81
2014, 01,   41654, 2014.0411,   398.01,   397.96,     397.86,   397.80,     398.01,   397.96
2014, 02,   41685, 2014.1260,   398.18,   397.43,     398.74,   397.97,     398.18,   397.43
2014, 03,   41713, 2014.2027,   399.56,   398.04,     399.67,   398.13,     399.56,   398.04
2014, 04,   41744, 2014.2877,   401.44,   398.68,     401.07,   398.29,     401.44,   398.68
2014, 05,   41774, 2014.3699,   401.99,   398.63,     401.81,   398.45,     401.99,   398.63
2014, 06,   41805, 2014.4548,   401.41,   398.88,     401.13,   398.61,     401.41,   398.88
2014, 07,   41835, 2014.5370,   399.17,   398.37,     399.53,   398.77,     399.17,   398.37
2014, 08,   41866, 2014.6219,   397.30,   398.81,     397.38,   398.93,     397.30,   398.81
2014, 09,   41897, 2014.7068,   395.49,   398.94,     395.63,   399.09,     395.49,   398.94
2014, 10,   41927, 2014.7890,   395.74,   399.31,     395.69,   399.25,     395.74,   399.31
2014, 11,   41958, 2014.8740,   397.32,   399.56,     397.21,   399.42,     397.32,   399.56
2014, 12,   41988, 2014.9562,   398.89,   399.80,     398.69,   399.58,     398.89,   399.80
2015, 01,   42019, 2015.0411,   399.94,   399.90,     399.82,   399.76,     399.94,   399.90
2015, 02,   42050, 2015.1260,   400.39,   399.64,     400.70,   399.93,     400.39,   399.64
2015, 03,   42078, 2015.2027,   401.60,   400.07,     401.64,   400.10,     401.60,   400.07
2015, 04,   42109, 2015.2877,   403.53,   400.76,     403.07,   400.29,     403.53,   400.76
2015, 05,   42139, 2015.3699,   404.04,   400.67,     403.85,   400.49,     404.04,   400.67
2015, 06,   42170, 2015.4548,   402.81,   400.26,     403.23,   400.71,     402.81,   400.26
2015, 07,   42200, 2015.5370,   401.54,   400.73,     401.71,   400.94,     401.54,   400.73
2015, 08,   42231, 2015.6219,   398.93,   400.45,     399.65,   401.20,     398.93,   400.45
2015, 09,   42262, 2015.7068,   397.43,   400.88,     398.02,   401.49,     397.43,   400.88
2015, 10,   42292, 2015.7890,   398.21,   401.80,     398.22,   401.79,     398.21,   401.80
2015, 11,   42323, 2015.8740,   400.17,   402.42,     399.88,   402.10,     400.17,   402.42
2015, 12,   42353, 2015.9562,   401.82,   402.74,     401.51,   402.41,     401.82,   402.74
2016, 01,   42384, 2016.0410,   402.58,   402.53,     402.79,   402.73,     402.58,   402.53
2016, 02,   42415, 2016.1257,   404.09,   403.34,     403.80,   403.04,     404.09,   403.34
2016, 03,   42444, 2016.2049,   404.79,   403.23,     404.89,   403.31,     404.79,   403.23
2016, 04,   42475, 2016.2896,   407.50,   404.70,     406.41,   403.59,     407.50,   404.70
2016, 05,   42505, 2016.3716,   407.59,   404.21,     407.22,   403.84,     407.59,   404.21
2016, 06,   42536, 2016.4563,   406.94,   404.41,     406.59,   404.08,     406.94,   404.41
2016, 07,   42566, 2016.5383,   404.43,   403.66,     405.05,   404.31,     404.43,   403.66
2016, 08,   42597, 2016.6230,   402.17,   403.72,     402.94,   404.53,     402.17,   403.72
2016, 09,   42628, 2016.7077,   400.94,   404.42,     401.25,   404.75,     400.94,   404.42
2016, 10,   42658, 2016.7896,   401.43,   405.02,     401.39,   404.96,     401.43,   405.02
2016, 11,   42689, 2016.8743,   403.57,   405.82,     402.95,   405.17,     403.57,   405.82
2016, 12,   42719, 2016.9563,   404.48,   405.40,     404.46,   405.37,     404.48,   405.40
2017, 01,   42750, 2017.0411,   406.00,   405.96,     405.62,   405.56,     406.00,   405.96
2017, 02,   42781, 2017.1260,   406.57,   405.81,     406.51,   405.74,     406.57,   405.81
2017, 03,   42809, 2017.2027,   406.99,   405.45,     407.45,   405.89,     406.99,   405.45
2017, 04,   42840, 2017.2877,   408.88,   406.10,     408.86,   406.06,     408.88,   406.10
2017, 05,   42870, 2017.3699,   409.84,   406.46,     409.61,   406.22,     409.84,   406.46
2017, 06,   42901, 2017.4548,   409.05,   406.49,     408.92,   406.38,     409.05,   406.49
2017, 07,   42931, 2017.5370,   407.13,   406.32,     407.31,   406.53,     407.13,   406.32
2017, 08,   42962, 2017.6219,   405.17,   406.70,     405.13,   406.69,     405.17,   406.70
2017, 09,   42993, 2017.7068,   403.20,   406.68,     403.35,   406.85,     403.20,   406.68
2017, 10,   43023, 2017.7890,   403.57,   407.18,     403.40,   407.00,     403.57,   407.18
2017, 11,   43054, 2017.8740,   405.10,   407.36,     404.91,   407.15,     405.10,   407.36
2017, 12,   43084, 2017.9562,   406.68,   407.61,     406.39,   407.30,     406.68,   407.61
2018, 01,   43115, 2018.0411,   407.98,   407.93,     407.51,   407.45,     407.98,   407.93
2018, 02,   43146, 2018.1260,   408.28,   407.52,     408.38,   407.60,     408.28,   407.52
2018, 03,   43174, 2018.2027,   409.19,   407.65,     409.31,   407.75,     409.19,   407.65
2018, 04,   43205, 2018.2877,   410.24,   407.45,     410.74,   407.93,     410.24,   407.45
2018, 05,   43235, 2018.3699,   411.23,   407.84,     411.52,   408.13,     411.23,   407.84
2018, 06,   43266, 2018.4548,   410.81,   408.25,     410.89,   408.35,     410.81,   408.25
2018, 07,   43296, 2018.5370,   408.83,   408.02,     409.36,   408.58,     408.83,   408.02
2018, 08,   43327, 2018.6219,   407.03,   408.56,     407.27,   408.84,     407.03,   408.56
2018, 09,   43358, 2018.7068,   405.52,   409.01,     405.61,   409.11,     405.52,   409.01
2018, 10,   43388, 2018.7890,   405.93,   409.54,     405.78,   409.38,     405.93,   409.54
2018, 11,   43419, 2018.8740,   408.05,   410.31,     407.42,   409.66,     408.05,   410.31
2018, 12,   43449, 2018.9562,   409.16,   410.09,     409.01,   409.92,     409.16,   410.09
2019, 01,   43480, 2019.0411,   410.85,   410.80,     410.24,   410.17,     410.85,   410.80
2019, 02,   43511, 2019.1260,   411.59,   410.83,     411.19,   410.42,     411.59,   410.83
2019, 03,   43539, 2019.2027,   411.93,   410.38,     412.19,   410.63,     411.93,   410.38
2019, 04,   43570, 2019.2877,   413.46,   410.67,     413.67,   410.86,     413.46,   410.67
2019, 05,   43600, 2019.3699,   414.76,   411.35,     414.48,   411.07,     414.76,   411.35
2019, 06,   43631, 2019.4548,   413.89,   411.32,     413.84,   411.29,     413.89,   411.32
2019, 07,   43661, 2019.5370,   411.78,   410.97,     412.28,   411.50,     411.78,   410.97
2019, 08,   43692, 2019.6219,   410.01,   411.55,     410.15,   411.72,     410.01,   411.55
2019, 09,   43723, 2019.7068,   408.48,   411.98,     408.43,   411.94,     408.48,   411.98
2019, 10,   43753, 2019.7890,   408.37,   411.99,     408.55,   412.16,     408.37,   411.99
2019, 11,   43784, 2019.8740,   410.22,   412.49,     410.13,   412.38,     410.22,   412.49
2019, 12,   43814, 2019.9562,   411.78,   412.71,     411.67,   412.58,     411.78,   412.71
2020, 01,   43845, 2020.0410,   413.31,   413.26,     412.86,   412.80,     413.31,   413.26
2020, 02,   43876, 2020.1257,   414.02,   413.26,     413.77,   413.00,     414.02,   413.26
2020, 03,   43905, 2020.2049,   414.44,   412.87,     414.79,   413.19,     414.44,   412.87
2020, 04,   43936, 2020.2896,   416.11,   413.28,     416.24,   413.39,     416.11,   413.28
2020, 05,   43966, 2020.3716,   417.10,   413.68,     417.00,   413.59,     417.10,   413.68
2020, 06,   43997, 2020.4563,   416.23,   413.68,     416.33,   413.80,     416.23,   413.68
2020, 07,   44027, 2020.5383,   414.42,   413.63,     414.75,   414.01,     414.42,   413.63
2020, 08,   44058, 2020.6230,   412.52,   414.09,     412.61,   414.22,     412.52,   414.09
2020, 09,   44089, 2020.7077,   411.19,   414.70,     410.91,   414.44,     411.19,   414.70
2020, 10,   44119, 2020.7896,   411.15,   414.78,     411.04,   414.66,     411.15,   414.78
2020, 11,   44150, 2020.8743,   412.88,   415.15,     412.64,   414.88,     412.88,   415.15
2020, 12,   44180, 2020.9563,   413.89,   414.82,     414.19,   415.10,     413.89,   414.82
2021, 01,   44211, 2021.0411,   415.16,   415.11,     415.39,   415.33,     415.16,   415.11
2021, 02,   44242, 2021.1260,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 03,   44270, 2021.2027,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 04,   44301, 2021.2877,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 05,   44331, 2021.3699,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 06,   44362, 2021.4548,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 07,   44392, 2021.5370,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 08,   44423, 2021.6219,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 09,   44454, 2021.7068,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 10,   44484, 2021.7890,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 11,   44515, 2021.8740,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
2021, 12,   44545, 2021.9562,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
